lang,created_at,id,edit_history_tweet_ids,entities,author_id,geo,text,context_annotations,withheld
en,2022-08-21T17:07:21.000Z,1561399569119715329,['1561399569119715329'],"{'mentions': [{'start': 63, 'end': 76, 'username': 'Skeith_Music', 'id': '1341645488'}, {'start': 173, 'end': 178, 'username': 'VICE', 'id': '23818581'}, {'start': 182, 'end': 191, 'username': 'Showtime', 'id': '257548783'}], 'urls': [{'start': 218, 'end': 241, 'url': 'https://t.co/D0uk6rox3v', 'expanded_url': 'https://www.sho.com/vice/season/3/episode/12/sri-lanka-revolts-and-god-save-brazil', 'display_url': 'sho.com/vice/season/3/…', 'status': 200, 'unwound_url': 'https://www.sho.com/series?ret=1035479'}], 'annotations': [{'start': 42, 'end': 52, 'probability': 0.7076, 'type': 'Other', 'normalized_text': 'Tabula Rasa'}, {'start': 86, 'end': 92, 'probability': 0.9505, 'type': 'Other', 'normalized_text': 'Running'}, {'start': 112, 'end': 132, 'probability': 0.9796, 'type': 'Other', 'normalized_text': 'You Could Have It All'}]}",1237433518461865986,{'place_id': 'ac88a4f17a51c7fc'},"TODAY: The first ever TV appearance for a Tabula Rasa release

@Skeith_Music’s track ""Running,"" from his album ""You Could Have It All"" will be featured in todays episode of @VICE on @Showtime 

Watch the episode here:
https://t.co/D0uk6rox3v","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037586413', 'name': 'Showtime', 'description': 'Showtime'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10037586413', 'name': 'Showtime', 'description': 'Showtime'}}]",
en,2022-08-21T07:25:10.000Z,1561253057769324544,['1561253057769324544'],"{'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/x75nYMGcfe', 'expanded_url': 'https://twitter.com/cutest_animal1/status/1039514085564379136/video/1', 'display_url': 'pic.twitter.com/x75nYMGcfe', 'media_key': '7_1039514037241794561'}]}",1149020848470106112,{'place_id': 'ac88a4f17a51c7fc'},"A cat that enjoys swimming..? 🤔😵‍💫😆
https://t.co/x75nYMGcfe",,
en,2022-08-21T01:35:25.000Z,1561165042497662978,['1561165042497662978'],,2857085977,{'place_id': 'ac88a4f17a51c7fc'},i should really start posting my photography again 🙃,,
en,2022-08-21T00:07:46.000Z,1561142983503667200,['1561142983503667200'],"{'mentions': [{'start': 48, 'end': 57, 'username': 'thebrit3', 'id': '324537378'}], 'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/UgRwdSevi2', 'expanded_url': 'https://twitter.com/TheKaylaKnapp/status/1561142983503667200/photo/1', 'display_url': 'pic.twitter.com/UgRwdSevi2', 'media_key': '3_1561142970392256514'}, {'start': 58, 'end': 81, 'url': 'https://t.co/UgRwdSevi2', 'expanded_url': 'https://twitter.com/TheKaylaKnapp/status/1561142983503667200/photo/1', 'display_url': 'pic.twitter.com/UgRwdSevi2', 'media_key': '3_1561142970400706560'}]}",18653651,{'place_id': 'ac88a4f17a51c7fc'},allllllll of the sports for dad’s birthday ⚾️⚽️ @thebrit3 https://t.co/UgRwdSevi2,,
en,2022-08-20T23:06:00.000Z,1561127440226795520,['1561127440226795520'],"{'urls': [{'start': 281, 'end': 304, 'url': 'https://t.co/podWMGNDQ6', 'expanded_url': 'https://twitter.com/PDXArtMuseum/status/1561127440226795520/photo/1', 'display_url': 'pic.twitter.com/podWMGNDQ6', 'media_key': '3_1561124718408638465'}, {'start': 281, 'end': 304, 'url': 'https://t.co/podWMGNDQ6', 'expanded_url': 'https://twitter.com/PDXArtMuseum/status/1561127440226795520/photo/1', 'display_url': 'pic.twitter.com/podWMGNDQ6', 'media_key': '3_1561124600469065729'}], 'annotations': [{'start': 11, 'end': 28, 'probability': 0.9916, 'type': 'Organization', 'normalized_text': 'Black Lives Matter'}, {'start': 42, 'end': 49, 'probability': 0.963, 'type': 'Place', 'normalized_text': 'Portland'}, {'start': 52, 'end': 64, 'probability': 0.8679, 'type': 'Person', 'normalized_text': 'Daveed Jacobo'}]}",17298438,,"During the Black Lives Matter protests in Portland, Daveed Jacobo realized his photography could offer a way of protecting other protestors from police brutality. Many of his photos in ""Perspectives"" capture an unsettling verity &amp; embody the tension of the nighttime protests. https://t.co/podWMGNDQ6","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1266467007987253248', 'name': 'George Floyd'}}]",
en,2022-08-20T20:58:13.000Z,1561095279830478848,['1561095279830478848'],,20496674,{'place_id': 'ac88a4f17a51c7fc'},"Love walking aimlessly and seeing writers getting their name up in the daytime! No fucks given, just going for it! Respect.",,
en,2022-08-20T16:42:46.000Z,1561030993594552320,['1561030993594552320'],"{'urls': [{'start': 251, 'end': 274, 'url': 'https://t.co/9I2FPzfd0s', 'expanded_url': 'http://spark.fit', 'display_url': 'spark.fit'}], 'hashtags': [{'start': 90, 'end': 99, 'tag': 'Coaching'}, {'start': 276, 'end': 284, 'tag': 'fitness'}]}",1548760983618797568,{'place_id': 'ac88a4f17a51c7fc'},"Website touched up to both reflect pricing updates AND *gear for sale*

$65/mo* gets you  #Coaching, access to some great apps &amp; info, and at-minimum two video conference check-ins with me per month!

*$10 discount still up and ON till 8/31

FMI: https://t.co/9I2FPzfd0s

#fitness","[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1237833500474003461', 'name': 'Remote work'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Entertainment industry', 'description': '-'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847872878041219072', 'name': 'Fitness', 'description': 'Exercise and fitness'}}, {'domain': {'id': '162', 'name': 'Exercise & fitness', 'description': 'for types of exercises& fitness and moves, e.g., yoga, crunches, squats '}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}]",
en,2022-08-19T23:32:01.000Z,1560771599141285888,['1560771599141285888'],"{'annotations': [{'start': 17, 'end': 27, 'probability': 0.672, 'type': 'Other', 'normalized_text': 'Topaz Farms'}, {'start': 32, 'end': 44, 'probability': 0.9166, 'type': 'Place', 'normalized_text': 'Sauvie Island'}], 'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/qEiNg7k2fd', 'expanded_url': 'https://twitter.com/kpetersnm/status/1560771599141285888/photo/1', 'display_url': 'pic.twitter.com/qEiNg7k2fd', 'media_key': '3_1560771594485567488'}]}",21796485,{'place_id': 'ac88a4f17a51c7fc'},Lunchtime run to Topaz Farms on Sauvie Island - for an hour of my time and $27 I am set for the weekend! https://t.co/qEiNg7k2fd,,
en,2022-08-19T18:24:58.000Z,1560694328950808576,['1560694328950808576'],"{'annotations': [{'start': 19, 'end': 34, 'probability': 0.559, 'type': 'Other', 'normalized_text': 'Fishing Giveaway'}], 'urls': [{'start': 36, 'end': 59, 'url': 'https://t.co/8s7LCD6kyj', 'expanded_url': 'https://wn.nr/48hfDx', 'display_url': 'wn.nr/48hfDx', 'status': 404, 'unwound_url': 'https://www.hyperlitemountaingear.com/pages/fly-fishing-giveaway?gsr=lyqtl-yle1YDxX4a'}]}",14679408,{'place_id': 'ac88a4f17a51c7fc'},"Sure why not. 
Fly Fishing Giveaway https://t.co/8s7LCD6kyj","[{'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1277995430236680192', 'name': 'Outdoors'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '847901400080072705', 'name': 'Fishing'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847901400080072705', 'name': 'Fishing'}}]",
en,2022-08-19T16:53:02.000Z,1560671189365731328,['1560671189365731328'],"{'annotations': [{'start': 76, 'end': 90, 'probability': 0.4463, 'type': 'Place', 'normalized_text': 'Portland Police'}], 'hashtags': [{'start': 92, 'end': 106, 'tag': 'PP22000223317'}, {'start': 114, 'end': 121, 'tag': 'pdx911'}]}",1602852614,{'place_id': 'ac88a4f17a51c7fc'},"ACCIDENT - HIT &amp; RUN - PRIORITY at N BOSTON AVE / N AINSWORTH ST, PORT [Portland Police #PP22000223317] 09:15 #pdx911","[{'domain': {'id': '156', 'name': 'Cities', 'description': 'Cities around the world'}, 'entity': {'id': '855431757247545346', 'name': 'Boston', 'description': 'Boston'}}]",
en,2022-08-19T02:49:03.000Z,1560458796769587200,['1560458796769587200'],"{'mentions': [{'start': 71, 'end': 84, 'username': 'PDX_Peaches1', 'id': '1430554052916441088'}], 'urls': [{'start': 277, 'end': 300, 'url': 'https://t.co/rpfGiF8m0P', 'expanded_url': 'https://twitter.com/GreatestKatya/status/1560458796769587200/photo/1', 'display_url': 'pic.twitter.com/rpfGiF8m0P', 'media_key': '3_1560458793602801664'}], 'hashtags': [{'start': 129, 'end': 141, 'tag': 'askforkatya'}, {'start': 175, 'end': 179, 'tag': 'pdx'}, {'start': 180, 'end': 193, 'tag': 'pdxstrippers'}, {'start': 194, 'end': 216, 'tag': 'striptease_dance_show'}, {'start': 217, 'end': 222, 'tag': 'sexy'}, {'start': 223, 'end': 235, 'tag': 'Russiandoll'}, {'start': 236, 'end': 251, 'tag': 'brunettebeauty'}, {'start': 252, 'end': 263, 'tag': 'striptease'}, {'start': 264, 'end': 276, 'tag': 'pdxadultfun'}]}",1531382720298831873,{'place_id': 'ac88a4f17a51c7fc'},"I’ve got some new lingerie…

Wanna come see me take it off? 😘

Here at @PDX_Peaches1 all night long for you, so come on in &amp; #askforkatya

Can’t wait to see you, babe. 💕

#pdx #pdxstrippers #striptease_dance_show #sexy #Russiandoll #brunettebeauty #striptease #pdxadultfun https://t.co/rpfGiF8m0P",,
en,2022-08-19T02:05:57.000Z,1560447947753435137,['1560447947753435137'],"{'annotations': [{'start': 159, 'end': 166, 'probability': 0.9764, 'type': 'Place', 'normalized_text': 'Portland'}], 'urls': [{'start': 254, 'end': 277, 'url': 'https://t.co/y0raCbctW4', 'expanded_url': 'https://www.oregonlive.com/politics/2022/08/portland-mayor-ted-wheeler-to-ban-homeless-camping-along-designated-walking-routes-to-schools.html', 'display_url': 'oregonlive.com/politics/2022/…', 'status': 200, 'unwound_url': 'https://www.oregonlive.com/politics/2022/08/portland-mayor-ted-wheeler-to-ban-homeless-camping-along-designated-walking-routes-to-schools.html'}]}",323615150,{'place_id': 'ac88a4f17a51c7fc'},"This is beyond cruel. We cannot expect pushing people around endlessly to solve anything. It's only making things worse.

Every parent of a school-aged kid in Portland that I know is 1000x more worried about reckless drivers than people living outside.

https://t.co/y0raCbctW4",,
en,2022-08-18T21:32:03.000Z,1560379018754523136,['1560379018754523136'],"{'urls': [{'start': 265, 'end': 288, 'url': 'https://t.co/I47UY9dFZN', 'expanded_url': 'https://brshar.es/trusted-advisor', 'display_url': 'brshar.es/trusted-advisor'}, {'start': 289, 'end': 312, 'url': 'https://t.co/kUQDuld97s', 'expanded_url': 'https://twitter.com/brainrider/status/1560379018754523136/photo/1', 'display_url': 'pic.twitter.com/kUQDuld97s', 'media_key': '16_1560379010240110599'}]}",74552585,{'place_id': 'ac88a4f17a51c7fc'},"What's your #1 strategy for meeting prep? ✍🏻 

We like to run a conversation checklist: What’s on the agenda, who's in the meeting, the priorities, opportunities &amp; challenges, what are your insights &amp; recommendations. 

For more on client preparation tips: https://t.co/I47UY9dFZN https://t.co/kUQDuld97s",,
en,2022-08-18T19:47:55.000Z,1560352815729545221,['1560352815729545221'],"{'annotations': [{'start': 127, 'end': 134, 'probability': 0.6479, 'type': 'Place', 'normalized_text': 'Portland'}, {'start': 137, 'end': 142, 'probability': 0.95, 'type': 'Place', 'normalized_text': 'Oregon'}], 'urls': [{'start': 144, 'end': 167, 'url': 'https://t.co/U7HgJdEeCb', 'expanded_url': 'https://www.instagram.com/p/ChacKuYPJst/?igshid=YTgzYjQ4ZTY=', 'display_url': 'instagram.com/p/ChacKuYPJst/…', 'status': 200, 'unwound_url': 'https://www.instagram.com/p/ChacKuYPJst/?igshid=YTgzYjQ4ZTY='}], 'hashtags': [{'start': 100, 'end': 112, 'tag': 'hoodtocoast'}]}",20015511,{'place_id': 'ac88a4f17a51c7fc'},"Need hernia surgery? ✅ Proud to say that I’m still out here and feeling good. Still plan on running #hoodtocoast next week 😀 @ Portland, Oregon https://t.co/U7HgJdEeCb","[{'domain': {'id': '159', 'name': 'States', 'description': 'States, provinces, or prefectures, like California or Fukushima Prefecture'}, 'entity': {'id': '1010254568087670785', 'name': 'Oregon', 'description': 'Oregon'}}]",
en,2022-08-18T18:34:12.000Z,1560334262540177409,['1560334262540177409'],"{'annotations': [{'start': 109, 'end': 111, 'probability': 0.5672, 'type': 'Other', 'normalized_text': 'PDX'}, {'start': 174, 'end': 185, 'probability': 0.521, 'type': 'Person', 'normalized_text': 'Joshua James'}], 'mentions': [{'start': 15, 'end': 31, 'username': 'PortlandMercado', 'id': '358330211'}, {'start': 38, 'end': 50, 'username': 'HaciendaCDC', 'id': '373552338'}], 'urls': [{'start': 204, 'end': 227, 'url': 'https://t.co/1NxwcKjNMs', 'expanded_url': 'https://twitter.com/muycutemerch/status/1560334262540177409/photo/1', 'display_url': 'pic.twitter.com/1NxwcKjNMs', 'media_key': '3_1560334253673459712'}], 'hashtags': [{'start': 108, 'end': 112, 'tag': 'PDX'}]}",976549861465120768,{'place_id': 'ac88a4f17a51c7fc'},"Muchas gracias @PortlandMercado &amp; @HaciendaCDC for allowing me to participate in this fabulous event! 💖 #PDX cuties brought all the energía, can’t wait to be back! 💖

📸: Joshua James Huff Photography https://t.co/1NxwcKjNMs",,
en,2022-08-18T05:41:04.000Z,1560139695488737281,['1560139695488737281'],"{'annotations': [{'start': 0, 'end': 7, 'probability': 0.5293, 'type': 'Other', 'normalized_text': 'Drinking'}, {'start': 11, 'end': 22, 'probability': 0.8062, 'type': 'Other', 'normalized_text': 'Homo Erectus'}, {'start': 27, 'end': 45, 'probability': 0.6241, 'type': 'Other', 'normalized_text': 'Walking Man Brewing'}], 'mentions': [{'start': 50, 'end': 65, 'username': 'LoyalLegionPDX', 'id': '3253082473'}], 'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/zMLnTqK4Bm', 'expanded_url': 'https://untp.beer/s/c1192578196', 'display_url': 'untp.beer/s/c1192578196', 'status': 200, 'unwound_url': 'https://untappd.com/user/Vtsaltydogg03/checkin/1192578196?ref=social&utm_source=ut_unk_share_checkin'}]}",19391947,{'place_id': 'ac88a4f17a51c7fc'},Drinking a Homo Erectus by Walking Man Brewing at @loyallegionpdx — https://t.co/zMLnTqK4Bm,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1006278636842782720', 'name': 'Drink Experience', 'description': 'Drink Experience'}}]",
en,2022-08-18T03:40:16.000Z,1560109296712425474,['1560109296712425474'],"{'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/Yn8cKQhYpy', 'expanded_url': 'https://twitter.com/PHDewar/status/1560109296712425474/photo/1', 'display_url': 'pic.twitter.com/Yn8cKQhYpy', 'media_key': '3_1560109288445554688'}]}",139517454,{'place_id': 'ac88a4f17a51c7fc'},Always great to get out of the sports arena with an escape to...more sports arenas https://t.co/Yn8cKQhYpy,,
en,2022-08-18T01:24:26.000Z,1560075111969046535,['1560075111969046535'],"{'annotations': [{'start': 7, 'end': 16, 'probability': 0.977, 'type': 'Person', 'normalized_text': 'Liz Cheney'}], 'urls': [{'start': 65, 'end': 88, 'url': 'https://t.co/FTvbDF2pov', 'expanded_url': 'https://video.foxnews.com/v/6310974835112', 'display_url': 'video.foxnews.com/v/6310974835112', 'status': 200, 'unwound_url': 'https://www.foxnews.com/video/6310974835112'}]}",171368848,{'place_id': '5d9b9e66087e022c'},"Should Liz Cheney run for president in 2024? Americans weigh in

https://t.co/FTvbDF2pov","[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '998672694051721216', 'name': 'Liz Cheney', 'description': 'US Representative Liz Cheney (WY)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '998672694051721216', 'name': 'Liz Cheney', 'description': 'US Representative Liz Cheney (WY)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '998672694051721216', 'name': 'Liz Cheney', 'description': 'US Representative Liz Cheney (WY)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",
en,2022-08-17T21:13:42.000Z,1560012014868504577,['1560012014868504577'],"{'annotations': [{'start': 55, 'end': 65, 'probability': 0.618, 'type': 'Other', 'normalized_text': 'Tabula Rasa'}, {'start': 99, 'end': 105, 'probability': 0.939, 'type': 'Other', 'normalized_text': 'Running'}, {'start': 132, 'end': 152, 'probability': 0.9807, 'type': 'Other', 'normalized_text': 'You Could Have It All'}], 'mentions': [{'start': 76, 'end': 89, 'username': 'Skeith_Music', 'id': '1341645488'}, {'start': 199, 'end': 204, 'username': 'VICE', 'id': '23818581'}, {'start': 208, 'end': 217, 'username': 'Showtime', 'id': '257548783'}], 'urls': [{'start': 246, 'end': 269, 'url': 'https://t.co/kvQ6m6Edgk', 'expanded_url': 'https://www.sho.com/vice', 'display_url': 'sho.com/vice', 'status': 200, 'unwound_url': 'https://www.sho.com/series?ret=1035479'}]}",1237433518461865986,{'place_id': 'ac88a4f17a51c7fc'},"ANNOUNCING: The first ever television appearance for a Tabula Rasa release

@Skeith_Music’s track ""Running,"" from this years album ""You Could Have It All"" will be featured in this Sundays episode of @VICE on @Showtime

Tune in this Sunday, here:
https://t.co/kvQ6m6Edgk","[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597105094656', 'name': 'TV/Movies Related - Entertainment'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10037586413', 'name': 'Showtime', 'description': 'Showtime'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '10037586413', 'name': 'Showtime', 'description': 'Showtime'}}]",
en,2022-08-17T18:39:23.000Z,1559973178549702663,['1559973178549702663'],"{'annotations': [{'start': 116, 'end': 147, 'probability': 0.8013, 'type': 'Organization', 'normalized_text': 'Southern Maine Community College'}], 'mentions': [{'start': 83, 'end': 97, 'username': 'SMCCseawolves', 'id': '370209599'}, {'start': 98, 'end': 113, 'username': 'SMCCMENSSOCCER', 'id': '1561127112311877632'}], 'urls': [{'start': 149, 'end': 172, 'url': 'https://t.co/MolAIapWN7', 'expanded_url': 'https://www.instagram.com/p/ChXvhycOqMj/?igshid=YTgzYjQ4ZTY=', 'display_url': 'instagram.com/p/ChXvhycOqMj/…', 'status': 200, 'unwound_url': 'https://www.instagram.com/p/ChXvhycOqMj/?igshid=YTgzYjQ4ZTY='}]}",1109114254811168768,{'place_id': '2438e517cb050ced'},"Well when Mother Nature is fickle, you adapt and overcome. A bit of a gym workout. @smccseawolves @smccmenssoccer @ Southern Maine Community College https://t.co/MolAIapWN7","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Entertainment industry', 'description': '-'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847872878041219072', 'name': 'Fitness', 'description': 'Exercise and fitness'}}, {'domain': {'id': '162', 'name': 'Exercise & fitness', 'description': 'for types of exercises& fitness and moves, e.g., yoga, crunches, squats '}, 'entity': {'id': '872554146750017536', 'name': 'Exercises', 'description': 'Exercises'}}]",
en,2022-08-17T04:37:31.000Z,1559761318571171840,['1559761318571171840'],"{'annotations': [{'start': 47, 'end': 57, 'probability': 0.8893, 'type': 'Other', 'normalized_text': 'ALittleLife'}], 'urls': [{'start': 278, 'end': 301, 'url': 'https://t.co/ee4beUsNzy', 'expanded_url': 'https://twitter.com/hbooooomb/status/1559761318571171840/photo/1', 'display_url': 'pic.twitter.com/ee4beUsNzy', 'media_key': '3_1559761315328954368'}], 'hashtags': [{'start': 46, 'end': 58, 'tag': 'ALittleLife'}]}",1139617611128496128,{'place_id': 'ac88a4f17a51c7fc'},"I’m a little over an hour away from finishing #ALittleLife and I’m so depressed that I had to stop. My head is swimming and I feel nauseous. The book is absolute torture and I don’t know why others recommended it. Though there are some beautiful bits, it’s not worth this list. https://t.co/ee4beUsNzy",,
